PDBID,HBOND_LIG_SC,HBOND:LIG_MC,HBOND:SC_LIG,HBOND:MC_LIG,VDW:LIG_SC,VDW:LIG_MC,VDW:SC_LIG,VDW:MC_LIG,HBOND_LIG_SC2 normal,HBOND:LIG_MC3 normal,HBOND:SC_LIG4 normal,HBOND:MC_LIG5 normal,VDW:LIG_SC6 normal,VDW:LIG_MC7 normal,VDW:SC_LIG8 normal,VDW:MC_LIG9 normal
7Q08,0,570,0,6,790,33,12,0,0,0.403968816,0,0.004252303,0.559886605,0.023387668,0.008504607,0
7Q0F,0,565,0,6,775,28,11,1,0,0.407647908,0,0.004329004,0.559163059,0.02020202,0.007936508,0.000721501
7Q0P,0,606,0,6,823,36,13,0,0,0.408355795,0,0.004043127,0.55458221,0.02425876,0.008760108,0
7Q0R,0,606,0,6,822,36,13,0,0,0.408631153,0,0.004045853,0.554281861,0.024275118,0.008766015,0
7QEP,0,343,0,0,385,9,0,0,0,0.465400271,0,0,0.52238806,0.012211669,0,0
7QG8,0,266,0,2,374,19,6,0,0,0.3988006,0,0.002998501,0.56071964,0.028485757,0.008995502,0
7QGH,0,263,0,2,352,17,16,0,0,0.404615385,0,0.003076923,0.541538462,0.026153846,0.024615385,0
7QGN,0,266,0,2,374,19,6,0,0,0.3988006,0,0.002998501,0.56071964,0.028485757,0.008995502,0
7QGR,0,262,0,2,352,17,17,1,0,0.402457757,0,0.003072197,0.540706605,0.026113671,0.026113671,0.001536098
7QGU,0,194,0,1,187,11,5,1,0,0.486215539,0,0.002506266,0.468671679,0.027568922,0.012531328,0.002506266
7QH4,0,194,0,1,185,11,2,0,0,0.493638677,0,0.002544529,0.470737913,0.027989822,0.005089059,0
7QI4,797,201,212,42,337,14,84,4,0.471318746,0.118864577,0.125369604,0.024837374,0.199290361,0.008279125,0.049674749,0.002365464
7QIW,1721,410,1,1,527,20,3,0,0.641446142,0.152814014,0.000372717,0.000372717,0.196421916,0.007454342,0.001118151,0
7QIZ,2011,479,467,110,620,24,141,6,0.521254536,0.124157595,0.121047175,0.028512182,0.160705029,0.00622084,0.036547434,0.00155521
7QP6,0,182,0,1,272,22,8,0,0,0.375257732,0,0.002061856,0.560824742,0.045360825,0.016494845,0
7QP7,0,164,0,1,240,21,5,0,0,0.380510441,0,0.002320186,0.556844548,0.048723898,0.011600928,0
7QV1,0,69,0,105,112,6,178,10,0,0.14375,0,0.21875,0.233333333,0.0125,0.370833333,0.020833333
7QV2,0,70,0,103,129,7,182,7,0,0.140562249,0,0.206827309,0.259036145,0.014056225,0.365461847,0.014056225
7QV3,0,72,0,106,112,6,175,12,0,0.149068323,0,0.219461698,0.231884058,0.01242236,0.362318841,0.02484472
7R81,0,497,0,4,702,34,10,0,0,0.398556536,0,0.003207698,0.562951083,0.027265437,0.008019246,0
7RR5,0,445,0,0,670,26,8,0,0,0.387293299,0,0,0.583115753,0.022628372,0.006962576,0
7RYF,0,203,0,11,209,9,19,0,0,0.450110865,0,0.024390244,0.463414634,0.019955654,0.042128603,0
7RYG,0,198,0,14,228,8,19,0,0,0.423982869,0,0.029978587,0.488222698,0.017130621,0.040685225,0
7RYH,0,201,0,13,212,9,19,0,0,0.442731278,0,0.028634361,0.466960352,0.019823789,0.04185022,0
7S0S,0,174,0,7,225,9,25,1,0,0.394557823,0,0.015873016,0.510204082,0.020408163,0.056689342,0.002267574
7S1G,1180,274,64,1,297,14,15,1,0.639219935,0.148429036,0.034669556,0.000541712,0.160888407,0.007583965,0.008125677,0.000541712
7S1H,1139,274,56,1,305,13,12,1,0.63242643,0.152137701,0.031093837,0.000555247,0.169350361,0.007218212,0.006662965,0.000555247
7S1I,1144,279,58,1,295,13,12,1,0.634498059,0.154742097,0.032168608,0.000554631,0.163616195,0.007210205,0.006655574,0.000554631
7S1J,1106,269,59,2,324,11,13,1,0.619607843,0.15070028,0.033053221,0.001120448,0.181512605,0.006162465,0.007282913,0.000560224
7S1K,1172,262,57,1,294,15,10,0,0.647156267,0.144671452,0.031474324,0.000552181,0.162341248,0.008282717,0.005521811,0
7SA4,0,312,0,0,412,24,0,0,0,0.417112299,0,0,0.550802139,0.032085561,0,0
7SS9,0,188,0,0,306,21,0,0,0,0.365048544,0,0,0.594174757,0.040776699,0,0
7SSD,0,235,0,0,319,20,0,0,0,0.409407666,0,0,0.555749129,0.034843206,0,0
7SSL,0,198,0,0,290,22,0,0,0,0.388235294,0,0,0.568627451,0.043137255,0,0
7SSN,0,243,0,0,282,22,0,0,0,0.444241316,0,0,0.515539305,0.040219378,0,0
7SSO,0,248,0,0,291,15,0,0,0,0.44765343,0,0,0.525270758,0.027075812,0,0
7SSW,0,181,0,0,277,22,0,0,0,0.377083333,0,0,0.577083333,0.045833333,0,0
7ST2,0,264,0,0,310,24,0,0,0,0.441471572,0,0,0.518394649,0.040133779,0,0
7ST6,0,214,0,0,295,24,0,0,0,0.401500938,0,0,0.553470919,0.045028143,0,0
7ST7,0,258,0,0,338,25,0,0,0,0.415458937,0,0,0.544283414,0.040257649,0,0
7TOP,0,1,0,0,5,0,0,0,0,0.166666667,0,0,0.833333333,0,0,0
7TOQ,0,7,0,1,11,0,1,0,0,0.35,0,0.05,0.55,0,0.05,0
7TOR,0,3,0,1,4,0,3,1,0,0.25,0,0.083333333,0.333333333,0,0.25,0.083333333
7TOS,0,262,0,0,371,28,0,0,0,0.396369138,0,0,0.561270802,0.042360061,0,0
7TR6,0,0,0,30,0,0,68,6,0,0,0,0.288461538,0,0,0.653846154,0.057692308
7TR8,0,0,0,20,0,0,52,7,0,0,0,0.253164557,0,0,0.658227848,0.088607595
7TR9,0,0,0,31,0,0,98,8,0,0,0,0.226277372,0,0,0.715328467,0.058394161
7TRA,0,0,0,34,0,0,148,8,0,0,0,0.178947368,0,0,0.778947368,0.042105263
7UCJ,0,489,0,0,698,20,0,0,0,0.405136703,0,0,0.578293289,0.016570008,0,0
7UCK,0,486,0,0,680,20,0,0,0,0.409780776,0,0,0.573355818,0.016863406,0,0
7UG7,0,309,0,2,378,18,1,0,0,0.436440678,0,0.002824859,0.533898305,0.025423729,0.001412429,0
7UNR,0,219,0,25,228,8,34,1,0,0.425242718,0,0.048543689,0.442718447,0.015533981,0.066019417,0.001941748
7UNU,0,222,0,23,213,10,39,1,0,0.437007874,0,0.045275591,0.419291339,0.019685039,0.076771654,0.001968504
7UNV,0,227,0,23,229,12,35,0,0,0.431558935,0,0.043726236,0.435361217,0.022813688,0.066539924,0
7UNW,0,224,0,22,227,9,35,0,0,0.433268859,0,0.042553191,0.439071567,0.017408124,0.067698259,0
7UPH,0,144,0,40,374,25,75,11,0,0.215246637,0,0.059790732,0.559043348,0.037369208,0.112107623,0.016442451
7V59,0,1,0,27,2,0,67,4,0,0.00990099,0,0.267326733,0.01980198,0,0.663366337,0.03960396
7V93,0,0,0,7,0,0,13,0,0,0,0,0.35,0,0,0.65,0
7VBA,0,0,0,2,0,0,4,0,0,0,0,0.333333333,0,0,0.666666667,0
7VBB,0,0,0,1,0,0,2,0,0,0,0,0.333333333,0,0,0.666666667,0
7VBC,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
7Z43,0,0,0,9,0,0,26,2,0,0,0,0.243243243,0,0,0.702702703,0.054054054
7Z4O,0,0,0,11,0,0,27,1,0,0,0,0.282051282,0,0,0.692307692,0.025641026
1A1T,6,7,0,0,12,0,0,0,0.24,0.28,0,0,0.48,0,0,0
1A4T,13,0,0,0,5,0,0,0,0.722222222,0,0,0,0.277777778,0,0,0
1A9N,0,10,0,0,32,0,0,0,0,0.238095238,0,0,0.761904762,0,0,0
1AQ3,0,0,0,0,14,0,0,0,0,0,0,0,1,0,0,0
1AQ4,0,0,0,0,14,0,0,0,0,0,0,0,1,0,0,0
1ASY,0,11,0,0,31,0,0,0,0,0.261904762,0,0,0.738095238,0,0,0
1ASZ,0,11,0,0,29,1,0,0,0,0.268292683,0,0,0.707317073,0.024390244,0,0
1AUD,0,3,0,0,14,0,0,0,0,0.176470588,0,0,0.823529412,0,0,0
1AV6,6,4,0,0,0,0,0,0,0.6,0.4,0,0,0,0,0,0
1B23,0,4,0,0,4,1,0,0,0,0.444444444,0,0,0.444444444,0.111111111,0,0
1B2M,0,6,0,0,11,0,0,0,0,0.352941176,0,0,0.647058824,0,0,0
1B7F,0,8,0,0,37,2,0,0,0,0.170212766,0,0,0.787234043,0.042553191,0,0
1BIV,25,1,0,0,16,2,0,0,0.568181818,0.022727273,0,0,0.363636364,0.045454545,0,0
1C04,0,8,0,0,8,0,0,0,0,0.5,0,0,0.5,0,0,0
1C0A,0,3,0,0,13,2,0,0,0,0.166666667,0,0,0.722222222,0.111111111,0,0
1C9S,0,24,0,0,105,0,0,0,0,0.186046512,0,0,0.813953488,0,0,0
1CVJ,0,20,0,0,210,17,0,0,0,0.08097166,0,0,0.850202429,0.068825911,0,0
1CWP,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0
1D6K,10,1,0,0,5,1,0,0,0.588235294,0.058823529,0,0,0.294117647,0.058823529,0,0
1DFU,0,2,0,0,2,0,0,0,0,0.5,0,0,0.5,0,0,0
1DI2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1DK1,0,1,0,0,1,0,0,0,0,0.5,0,0,0.5,0,0,0
1DUL,0,0,0,0,3,1,0,0,0,0,0,0,0.75,0.25,0,0
1E7K,0,0,0,9,0,0,9,0,0,0,0,0.5,0,0,0.5,0
1E8O,0,0,0,1,0,0,5,0,0,0,0,0.166666667,0,0,0.833333333,0
1EC6,0,4,0,0,24,2,0,0,0,0.133333333,0,0,0.8,0.066666667,0,0
1EFW,0,2,0,0,16,4,0,0,0,0.090909091,0,0,0.727272727,0.181818182,0,0
1EIY,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1EKZ,4,0,0,0,2,0,0,0,0.666666667,0,0,0,0.333333333,0,0,0
1ETF,13,0,0,0,9,0,0,0,0.590909091,0,0,0,0.409090909,0,0,0
1ETG,20,0,0,0,8,0,0,0,0.714285714,0,0,0,0.285714286,0,0,0
1EUQ,0,5,0,0,15,1,0,0,0,0.238095238,0,0,0.714285714,0.047619048,0,0
1EUY,0,5,0,0,18,1,0,0,0,0.208333333,0,0,0.75,0.041666667,0,0
1EXD,0,6,0,0,18,1,0,0,0,0.24,0,0,0.72,0.04,0,0
1EXY,16,1,0,0,6,0,0,0,0.695652174,0.043478261,0,0,0.260869565,0,0,0
1F6U,4,5,0,0,11,2,0,0,0.181818182,0.227272727,0,0,0.5,0.090909091,0,0
1F7U,0,9,0,0,20,0,0,0,0,0.310344828,0,0,0.689655172,0,0,0
1F7V,0,7,0,0,13,0,0,0,0,0.35,0,0,0.65,0,0,0
1F7Y,0,1,0,0,1,0,0,0,0,0.5,0,0,0.5,0,0,0
1FEU,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0
1FFY,0,2,0,0,11,0,0,0,0,0.153846154,0,0,0.846153846,0,0,0
1FJE,8,1,0,0,23,0,0,0,0.25,0.03125,0,0,0.71875,0,0,0
1FJG,0,88,0,0,116,10,0,0,0,0.411214953,0,0,0.542056075,0.046728972,0,0
1FKA,0,4,0,0,1,0,0,0,0,0.8,0,0,0.2,0,0,0
1FNX,10,2,0,0,24,0,0,0,0.277777778,0.055555556,0,0,0.666666667,0,0,0
1FXL,0,2,0,0,20,1,0,0,0,0.086956522,0,0,0.869565217,0.043478261,0,0
1G1X,0,10,0,0,7,0,0,0,0,0.588235294,0,0,0.411764706,0,0,0
1G2E,0,3,0,0,22,1,0,0,0,0.115384615,0,0,0.846153846,0.038461538,0,0
1G59,0,14,0,0,19,1,0,0,0,0.411764706,0,0,0.558823529,0.029411765,0,0
1G70,6,2,0,0,3,1,0,0,0.5,0.166666667,0,0,0.25,0.083333333,0,0
1GAX,0,2,0,0,33,2,0,0,0,0.054054054,0,0,0.891891892,0.054054054,0,0
1GTF,0,0,0,22,0,0,63,0,0,0,0,0.258823529,0,0,0.741176471,0
1GTN,0,0,0,20,0,0,56,0,0,0,0,0.263157895,0,0,0.736842105,0
1GTR,0,6,0,0,13,0,0,0,0,0.315789474,0,0,0.684210526,0,0,0
1GTS,0,8,0,0,11,0,0,0,0,0.421052632,0,0,0.578947368,0,0,0
1H2C,0,0,0,2,0,0,3,0,0,0,0,0.4,0,0,0.6,0
1H2D,0,0,0,2,0,0,8,0,0,0,0,0.2,0,0,0.8,0
1H38,0,0,0,0,0,0,35,0,0,0,0,0,0,0,1,0
1H3E,0,0,0,3,0,0,4,0,0,0,0,0.428571429,0,0,0.571428571,0
1H4Q,0,0,0,2,0,0,10,1,0,0,0,0.153846154,0,0,0.769230769,0.076923077
1H4S,0,0,0,2,0,0,10,1,0,0,0,0.153846154,0,0,0.769230769,0.076923077
1HC8,0,0,0,7,0,0,5,0,0,0,0,0.583333333,0,0,0.416666667,0
1HJI,6,1,0,0,6,0,0,0,0.461538462,0.076923077,0,0,0.461538462,0,0,0
1HNW,0,83,0,0,105,8,0,0,0,0.423469388,0,0,0.535714286,0.040816327,0,0
1HNX,0,87,0,0,108,11,0,0,0,0.422330097,0,0,0.524271845,0.053398058,0,0
1HNZ,0,83,0,0,107,8,0,0,0,0.419191919,0,0,0.54040404,0.04040404,0,0
1HQ1,0,0,0,0,2,1,0,0,0,0,0,0,0.666666667,0.333333333,0,0
1HR0,0,93,0,0,121,8,0,0,0,0.418918919,0,0,0.545045045,0.036036036,0,0
1HYS,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1I5L,0,5,0,0,22,0,0,0,0,0.185185185,0,0,0.814814815,0,0,0
1I6H,0,1,0,0,2,0,0,0,0,0.333333333,0,0,0.666666667,0,0,0
1I6U,0,6,0,0,1,4,0,0,0,0.545454545,0,0,0.090909091,0.363636364,0,0
1I94,0,57,0,0,16,6,0,0,0,0.721518987,0,0,0.202531646,0.075949367,0,0
1I9F,11,4,0,0,2,1,0,0,0.611111111,0.222222222,0,0,0.111111111,0.055555556,0,0
1IBK,0,77,0,0,112,6,0,0,0,0.394871795,0,0,0.574358974,0.030769231,0,0
1IBL,0,82,0,0,102,7,0,0,0,0.429319372,0,0,0.534031414,0.036649215,0,0
1IBM,0,79,0,0,108,7,0,0,0,0.407216495,0,0,0.556701031,0.036082474,0,0
1IL2,0,7,0,0,28,0,0,0,0,0.2,0,0,0.8,0,0,0
1IVS,0,3,0,0,30,1,0,0,0,0.088235294,0,0,0.882352941,0.029411765,0,0
1J1U,0,2,0,0,12,1,0,0,0,0.133333333,0,0,0.8,0.066666667,0,0
1J2B,0,9,0,0,42,8,0,0,0,0.152542373,0,0,0.711864407,0.13559322,0,0
1J5E,0,81,0,0,123,11,0,0,0,0.376744186,0,0,0.572093023,0.051162791,0,0
1JBR,0,1,0,0,6,0,0,0,0,0.142857143,0,0,0.857142857,0,0,0
1JBS,0,2,0,0,8,2,0,0,0,0.166666667,0,0,0.666666667,0.166666667,0,0
1JBT,0,0,0,0,10,1,0,0,0,0,0,0,0.909090909,0.090909091,0,0
1JID,0,2,0,0,3,0,0,0,0,0.4,0,0,0.6,0,0,0
1JJ2,0,289,0,0,252,17,0,0,0,0.517921147,0,0,0.451612903,0.03046595,0,0
1K1G,2,4,0,0,16,4,0,0,0.076923077,0.153846154,0,0,0.615384615,0.153846154,0,0
1K73,0,293,0,0,250,16,0,0,0,0.524150268,0,0,0.447227191,0.02862254,0,0
1K8A,0,287,0,0,247,15,0,0,0,0.52276867,0,0,0.449908925,0.027322404,0,0
1K8W,0,6,0,0,7,0,0,0,0,0.461538462,0,0,0.538461538,0,0,0
1K9M,0,286,0,0,257,17,0,0,0,0.510714286,0,0,0.458928571,0.030357143,0,0
1KC8,0,289,0,0,254,15,0,0,0,0.517921147,0,0,0.455197133,0.02688172,0,0
1KD1,0,288,0,0,257,14,0,0,0,0.515205725,0,0,0.459749553,0.025044723,0,0
1KNZ,0,16,0,0,40,8,0,0,0,0.25,0,0,0.625,0.125,0,0
1KOG,0,21,0,0,61,5,0,0,0,0.24137931,0,0,0.701149425,0.057471264,0,0
1KQ2,0,0,0,0,17,0,0,0,0,0,0,0,1,0,0,0
1KQS,0,284,0,0,258,14,0,0,0,0.510791367,0,0,0.464028777,0.025179856,0,0
1KUQ,0,2,0,0,1,0,0,0,0,0.666666667,0,0,0.333333333,0,0,0
1L1C,17,1,0,0,12,1,0,0,0.548387097,0.032258065,0,0,0.387096774,0.032258065,0,0
1L9A,0,4,0,0,1,0,0,0,0,0.8,0,0,0.2,0,0,0
1LNG,0,5,0,0,2,0,0,0,0,0.714285714,0,0,0.285714286,0,0,0
1M1K,0,296,0,0,258,17,0,0,0,0.518388792,0,0,0.451838879,0.029772329,0,0
1M8V,0,19,0,0,103,0,3,0,0,0.152,0,0,0.824,0,0.024,0
1M8W,0,0,0,0,137,0,0,0,0,0,0,0,1,0,0,0
1M8X,0,0,0,0,70,0,0,0,0,0,0,0,1,0,0,0
1M8Y,0,0,0,0,77,0,0,0,0,0,0,0,1,0,0,0
1M90,0,287,0,0,269,14,0,0,0,0.503508772,0,0,0.471929825,0.024561404,0,0
1MFQ,0,4,0,0,4,1,0,0,0,0.444444444,0,0,0.444444444,0.111111111,0,0
1MJ1,0,7,0,0,0,3,0,0,0,0.7,0,0,0,0.3,0,0
1MJI,0,2,0,0,6,1,0,0,0,0.222222222,0,0,0.666666667,0.111111111,0,0
1MMS,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1MNB,5,2,0,0,5,2,0,0,0.357142857,0.142857143,0,0,0.357142857,0.142857143,0,0
1MSW,0,0,0,0,16,0,0,0,0,0,0,0,1,0,0,0
1MZP,0,1,0,0,2,0,0,0,0,0.333333333,0,0,0.666666667,0,0,0
1N1H,0,3,0,0,3,0,0,0,0,0.5,0,0,0.5,0,0,0
1N32,0,84,0,0,112,6,0,0,0,0.415841584,0,0,0.554455446,0.02970297,0,0
1N33,0,77,0,0,84,5,0,0,0,0.463855422,0,0,0.506024096,0.030120482,0,0
1N34,0,83,0,0,99,11,0,0,0,0.430051813,0,0,0.512953368,0.056994819,0,0
1N35,0,4,0,0,3,1,0,0,0,0.5,0,0,0.375,0.125,0,0
1N36,0,73,0,0,95,10,0,0,0,0.41011236,0,0,0.533707865,0.056179775,0,0
1N38,0,3,0,0,3,2,0,0,0,0.375,0,0,0.375,0.25,0,0
1N77,0,12,0,0,19,0,0,0,0,0.387096774,0,0,0.612903226,0,0,0
1N78,0,12,0,0,15,0,0,0,0,0.444444444,0,0,0.555555556,0,0,0
1N8R,0,283,0,0,263,16,0,0,0,0.503558719,0,0,0.46797153,0.028469751,0,0
1NB7,0,3,0,0,8,4,0,0,0,0.2,0,0,0.533333333,0.266666667,0,0
1NJI,0,291,0,0,256,15,0,0,0,0.517793594,0,0,0.455516014,0.026690391,0,0
1NJM,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1NJP,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1NYB,15,0,0,0,3,0,0,0,0.833333333,0,0,0,0.166666667,0,0,0
1O0B,0,5,0,0,20,1,0,0,0,0.192307692,0,0,0.769230769,0.038461538,0,0
1O0C,0,4,0,0,15,1,0,0,0,0.2,0,0,0.75,0.05,0,0
1OB2,0,0,0,4,0,0,4,2,0,0,0,0.4,0,0,0.4,0.2
1OB5,0,0,0,12,0,0,18,3,0,0,0,0.363636364,0,0,0.545454545,0.090909091
1OLN,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0
1OOA,0,2,0,0,6,2,0,0,0,0.2,0,0,0.6,0.2,0,0
1P6V,0,9,0,0,27,2,0,0,0,0.236842105,0,0,0.710526316,0.052631579,0,0
1PVO,0,10,0,0,30,0,0,0,0,0.25,0,0,0.75,0,0,0
1Q2R,0,2,0,0,23,0,0,0,0,0.08,0,0,0.92,0,0,0
1Q2S,0,3,0,0,22,3,0,0,0,0.107142857,0,0,0.785714286,0.107142857,0,0
1Q7Y,0,291,0,0,258,19,0,0,0,0.512323944,0,0,0.454225352,0.033450704,0,0
1Q81,0,285,0,0,261,18,0,0,0,0.505319149,0,0,0.462765957,0.031914894,0,0
1Q82,0,286,0,0,257,16,0,0,0,0.511627907,0,0,0.459749553,0.02862254,0,0
1Q86,0,287,0,0,254,16,0,0,0,0.515260323,0,0,0.456014363,0.028725314,0,0
1QA6,0,10,0,0,5,0,0,0,0,0.666666667,0,0,0.333333333,0,0,0
1QF6,0,6,0,0,15,1,0,0,0,0.272727273,0,0,0.681818182,0.045454545,0,0
1QFQ,16,0,0,0,10,0,0,0,0.615384615,0,0,0,0.384615385,0,0,0
1QLN,0,0,0,8,0,0,18,0,0,0,0,0.307692308,0,0,0.692307692,0
1QRS,31,5,0,0,16,0,0,0,0.596153846,0.096153846,0,0,0.307692308,0,0,0
1QRT,29,6,0,0,17,1,0,0,0.547169811,0.113207547,0,0,0.320754717,0.018867925,0,0
1QRU,29,7,0,0,14,1,0,0,0.568627451,0.137254902,0,0,0.274509804,0.019607843,0,0
1QTQ,0,5,0,0,14,0,0,0,0,0.263157895,0,0,0.736842105,0,0,0
1QU2,0,2,0,0,11,0,0,0,0,0.153846154,0,0,0.846153846,0,0,0
1QU3,0,2,0,0,10,0,0,0,0,0.166666667,0,0,0.833333333,0,0,0
1QVF,0,295,0,0,258,15,0,0,0,0.519366197,0,0,0.454225352,0.026408451,0,0
1QVG,0,298,0,0,263,14,0,0,0,0.51826087,0,0,0.457391304,0.024347826,0,0
1QZW,0,4,0,0,16,4,0,0,0,0.166666667,0,0,0.666666667,0.166666667,0,0
1R3E,0,7,0,0,9,0,0,0,0,0.4375,0,0,0.5625,0,0,0
1R9F,0,1,0,0,7,0,0,0,0,0.125,0,0,0.875,0,0,0
1R9S,0,2,0,0,2,0,0,0,0,0.5,0,0,0.5,0,0,0
1R9T,0,1,0,0,2,1,0,0,0,0.25,0,0,0.5,0.25,0,0
1RC7,0,1,0,0,2,0,0,0,0,0.333333333,0,0,0.666666667,0,0,0
1RGO,11,8,0,0,28,0,0,0,0.234042553,0.170212766,0,0,0.595744681,0,0,0
1RKJ,10,3,0,0,18,0,0,0,0.322580645,0.096774194,0,0,0.580645161,0,0,0
1RLG,0,10,0,0,18,1,0,0,0,0.344827586,0,0,0.620689655,0.034482759,0,0
1RPU,0,3,0,0,11,0,0,0,0,0.214285714,0,0,0.785714286,0,0,0
1RY1,0,5,0,0,8,1,0,0,0,0.357142857,0,0,0.571428571,0.071428571,0,0
1S03,0,7,0,0,2,4,0,0,0,0.538461538,0,0,0.153846154,0.307692308,0,0
1S0V,0,0,0,0,35,0,0,0,0,0,0,0,1,0,0,0
1S72,0,291,0,0,253,16,0,0,0,0.519642857,0,0,0.451785714,0.028571429,0,0
1S76,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
1S77,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0
1SDS,0,17,0,0,17,1,0,0,0,0.485714286,0,0,0.485714286,0.028571429,0,0
1SER,0,1,0,0,3,0,0,0,0,0.25,0,0,0.75,0,0,0
1SFO,0,2,0,0,1,0,0,0,0,0.666666667,0,0,0.333333333,0,0,0
1SI3,0,2,0,0,4,0,0,0,0,0.333333333,0,0,0.666666667,0,0,0
1SM1,0,0,0,0,1,1,0,0,0,0,0,0,0.5,0.5,0,0
1SZ1,0,0,0,0,11,2,0,0,0,0,0,0,0.846153846,0.153846154,0,0
1T0K,0,4,0,0,8,1,0,0,0,0.307692308,0,0,0.615384615,0.076923077,0,0
1T2R,2,1,0,0,5,0,0,0,0.25,0.125,0,0,0.625,0,0,0
1T4L,5,0,0,0,2,0,0,0,0.714285714,0,0,0,0.285714286,0,0,0
1TFW,0,14,0,0,13,0,0,0,0,0.518518519,0,0,0.481481481,0,0,0
1TFY,0,4,0,0,3,1,0,0,0,0.5,0,0,0.375,0.125,0,0
1TTT,0,9,0,0,8,7,0,0,0,0.375,0,0,0.333333333,0.291666667,0,0
1U0B,0,4,0,0,10,1,0,0,0,0.266666667,0,0,0.666666667,0.066666667,0,0
1U1Y,0,0,0,0,0,0,13,0,0,0,0,0,0,0,1,0
1U63,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1U6P,0,0,6,2,0,0,12,1,0,0,0.285714286,0.095238095,0,0,0.571428571,0.047619048
1ULL,27,1,0,0,11,0,0,0,0.692307692,0.025641026,0,0,0.282051282,0,0,0
1UN6,0,0,0,8,0,0,14,0,0,0,0,0.363636364,0,0,0.636363636,0
1UON,0,0,0,4,0,0,4,1,0,0,0,0.444444444,0,0,0.444444444,0.111111111
1URN,0,18,0,0,44,0,0,0,0,0.290322581,0,0,0.709677419,0,0,0
1UTD,0,25,0,2,53,0,5,0,0,0.294117647,0,0.023529412,0.623529412,0,0.058823529,0
1UVI,0,0,0,7,0,0,28,1,0,0,0,0.194444444,0,0,0.777777778,0.027777778
1UVJ,0,0,0,8,0,0,25,0,0,0,0,0.242424242,0,0,0.757575758,0
1UVL,0,0,0,3,0,0,30,0,0,0,0,0.090909091,0,0,0.909090909,0
1UVM,0,0,0,0,0,0,18,0,0,0,0,0,0,0,1,0
1UVN,0,0,0,3,0,0,6,0,0,0,0,0.333333333,0,0,0.666666667,0
1VFG,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1VQ4,0,291,0,0,258,14,0,0,0,0.51687389,0,0,0.458259325,0.024866785,0,0
1VQ5,0,290,0,0,255,16,0,0,0,0.516934046,0,0,0.454545455,0.028520499,0,0
1VQ6,0,292,0,0,268,14,0,0,0,0.508710801,0,0,0.466898955,0.024390244,0,0
1VQ7,0,295,0,0,262,14,0,0,0,0.516637478,0,0,0.458844133,0.024518389,0,0
1VQ8,0,284,0,0,258,17,0,0,0,0.508050089,0,0,0.461538462,0.030411449,0,0
1VQ9,0,285,0,0,256,15,0,0,0,0.512589928,0,0,0.460431655,0.026978417,0,0
1VQK,0,291,0,0,269,17,0,0,0,0.504332756,0,0,0.466204506,0.029462738,0,0
1VQL,0,290,0,0,260,15,0,0,0,0.513274336,0,0,0.460176991,0.026548673,0,0
1VQM,0,289,0,0,252,15,0,0,0,0.519784173,0,0,0.45323741,0.026978417,0,0
1VQN,0,284,0,0,250,16,0,0,0,0.516363636,0,0,0.454545455,0.029090909,0,0
1VQO,0,291,0,0,255,15,0,0,0,0.518716578,0,0,0.454545455,0.026737968,0,0
1VQP,0,289,0,0,254,16,0,0,0,0.516994633,0,0,0.454382826,0.02862254,0,0
1VTM,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0
1W2B,0,263,0,0,257,14,0,0,0,0.492509363,0,0,0.481273408,0.026217228,0,0
1WMQ,0,2,0,0,9,6,0,0,0,0.117647059,0,0,0.529411765,0.352941176,0,0
1WNE,0,4,0,0,3,0,0,0,0,0.571428571,0,0,0.428571429,0,0,0
1WPU,0,1,0,0,8,6,0,0,0,0.066666667,0,0,0.533333333,0.4,0,0
1WRQ,0,2,0,0,7,8,0,0,0,0.117647059,0,0,0.411764706,0.470588235,0,0
1WSU,0,3,0,0,9,0,0,0,0,0.25,0,0,0.75,0,0,0
1WWD,4,2,0,0,9,1,0,0,0.25,0.125,0,0,0.5625,0.0625,0,0
1WWE,3,2,0,0,6,1,0,0,0.25,0.166666667,0,0,0.5,0.083333333,0,0
1WWF,0,0,7,2,0,0,9,1,0,0,0.368421053,0.105263158,0,0,0.473684211,0.052631579
1WWG,7,2,0,0,12,1,0,0,0.318181818,0.090909091,0,0,0.545454545,0.045454545,0,0
